description,effective_domain_size,intersection_size,name,native,p_value,parents,precision,query,query_size,recall,significant,source,term_size
Synthesis of PIPs in the nucleus,7340,1,Synthesis of PIPs in the nucleus,REAC:R-DRE-8847453,1.0,['REAC:R-DRE-1483255'],0.0002498126405196103,query_1,4003,0.25,False,REAC,4
"Synthesis, secretion, and deacylation of Ghrelin",7340,6,"Synthesis, secretion, and deacylation of Ghrelin",REAC:R-DRE-422085,1.0,['REAC:R-DRE-2980736'],0.0014988758431176618,query_1,4003,0.5454545454545454,False,REAC,11
Synthesis of very long-chain fatty acyl-CoAs,7340,12,Synthesis of very long-chain fatty acyl-CoAs,REAC:R-DRE-75876,1.0,['REAC:R-DRE-75105'],0.0029977516862353237,query_1,4003,0.5454545454545454,False,REAC,22
Synthesis of substrates in N-glycan biosythesis,7340,30,Synthesis of substrates in N-glycan biosythesis,REAC:R-DRE-446219,1.0,['REAC:R-DRE-446193'],0.007494379215588309,query_1,4003,0.5882352941176471,False,REAC,51
Synthesis of pyrophosphates in the cytosol,7340,6,Synthesis of pyrophosphates in the cytosol,REAC:R-DRE-1855167,1.0,['REAC:R-DRE-1483249'],0.0014988758431176618,query_1,4003,0.6,False,REAC,10
Synthesis of glycosylphosphatidylinositol (GPI),7340,10,Synthesis of glycosylphosphatidylinositol (GPI),REAC:R-DRE-162710,1.0,['REAC:R-DRE-163125'],0.002498126405196103,query_1,4003,0.7142857142857143,False,REAC,14
Synthesis of epoxy (EET) and dihydroxyeicosatrienoic acids (DHET),7340,2,Synthesis of epoxy (EET) and dihydroxyeicosatrienoic acids (DHET),REAC:R-DRE-2142670,1.0,['REAC:R-DRE-2142753'],0.0004996252810392206,query_1,4003,0.4,False,REAC,5
Synthesis of dolichyl-phosphate mannose,7340,1,Synthesis of dolichyl-phosphate mannose,REAC:R-DRE-162699,1.0,"['REAC:R-DRE-163125', 'REAC:R-DRE-446219']",0.0002498126405196103,query_1,4003,0.25,False,REAC,4
Synthesis of GDP-mannose,7340,2,Synthesis of GDP-mannose,REAC:R-DRE-446205,1.0,['REAC:R-DRE-446219'],0.0004996252810392206,query_1,4003,0.6666666666666666,False,REAC,3
Synthesis of diphthamide-EEF2,7340,3,Synthesis of diphthamide-EEF2,REAC:R-DRE-5358493,1.0,['REAC:R-DRE-163841'],0.0007494379215588309,query_1,4003,0.6,False,REAC,5
Synthesis of bile acids and bile salts via 27-hydroxycholesterol,7340,2,Synthesis of bile acids and bile salts via 27-hydroxycholesterol,REAC:R-DRE-193807,1.0,['REAC:R-DRE-192105'],0.0004996252810392206,query_1,4003,0.18181818181818182,False,REAC,11
Synthesis of bile acids and bile salts via 24-hydroxycholesterol,7340,3,Synthesis of bile acids and bile salts via 24-hydroxycholesterol,REAC:R-DRE-193775,1.0,['REAC:R-DRE-192105'],0.0007494379215588309,query_1,4003,0.3,False,REAC,10
Synthesis of bile acids and bile salts,7340,13,Synthesis of bile acids and bile salts,REAC:R-DRE-192105,1.0,['REAC:R-DRE-194068'],0.003247564326754934,query_1,4003,0.40625,False,REAC,32
Synthesis of active ubiquitin: roles of E1 and E2 enzymes,7340,18,Synthesis of active ubiquitin: roles of E1 and E2 enzymes,REAC:R-DRE-8866652,1.0,['REAC:R-DRE-8852135'],0.0044966275293529855,query_1,4003,0.6,False,REAC,30
Synthesis of UDP-N-acetyl-glucosamine,7340,6,Synthesis of UDP-N-acetyl-glucosamine,REAC:R-DRE-446210,1.0,['REAC:R-DRE-446219'],0.0014988758431176618,query_1,4003,0.8571428571428571,False,REAC,7
Synthesis of Prostaglandins (PG) and Thromboxanes (TX),7340,3,Synthesis of Prostaglandins (PG) and Thromboxanes (TX),REAC:R-DRE-2162123,1.0,['REAC:R-DRE-2142753'],0.0007494379215588309,query_1,4003,0.3,False,REAC,10
Synthesis of PS,7340,1,Synthesis of PS,REAC:R-DRE-1483101,1.0,['REAC:R-DRE-1483206'],0.0002498126405196103,query_1,4003,1.0,False,REAC,1
Synthesis of bile acids and bile salts via 7alpha-hydroxycholesterol,7340,7,Synthesis of bile acids and bile salts via 7alpha-hydroxycholesterol,REAC:R-DRE-193368,1.0,['REAC:R-DRE-192105'],0.0017486884836372721,query_1,4003,0.30434782608695654,False,REAC,23
Signaling by Nuclear Receptors,7340,107,Signaling by Nuclear Receptors,REAC:R-DRE-9006931,1.0,['REAC:R-DRE-162582'],0.0267299525355983,query_1,4003,0.5879120879120879,False,REAC,182
Synthesis of Dolichyl-phosphate,7340,2,Synthesis of Dolichyl-phosphate,REAC:R-DRE-446199,1.0,['REAC:R-DRE-446219'],0.0004996252810392206,query_1,4003,0.4,False,REAC,5
Synthesis of CL,7340,1,Synthesis of CL,REAC:R-DRE-1483076,1.0,['REAC:R-DRE-1483206'],0.0002498126405196103,query_1,4003,1.0,False,REAC,1
Smooth Muscle Contraction,7340,14,Smooth Muscle Contraction,REAC:R-DRE-445355,1.0,['REAC:R-DRE-397014'],0.0034973769672745443,query_1,4003,0.7,False,REAC,20
Signalling to RAS,7340,5,Signalling to RAS,REAC:R-DRE-167044,1.0,['REAC:R-DRE-187687'],0.0012490632025980515,query_1,4003,0.45454545454545453,False,REAC,11
Signalling to ERKs,7340,14,Signalling to ERKs,REAC:R-DRE-187687,1.0,['REAC:R-DRE-187037'],0.0034973769672745443,query_1,4003,0.5,False,REAC,28
Signaling by the B Cell Receptor (BCR),7340,53,Signaling by the B Cell Receptor (BCR),REAC:R-DRE-983705,1.0,['REAC:R-DRE-1280218'],0.013240069947539346,query_1,4003,0.38686131386861317,False,REAC,137
Signaling by WNT,7340,132,Signaling by WNT,REAC:R-DRE-195721,1.0,['REAC:R-DRE-162582'],0.03297526854858856,query_1,4003,0.5477178423236515,False,REAC,241
Signaling by VEGF,7340,56,Signaling by VEGF,REAC:R-DRE-194138,1.0,['REAC:R-DRE-9006934'],0.013989507869098177,query_1,4003,0.6588235294117647,False,REAC,85
Signaling by Type 1 Insulin-like Growth Factor 1 Receptor (IGF1R),7340,28,Signaling by Type 1 Insulin-like Growth Factor 1 Receptor (IGF1R),REAC:R-DRE-2404192,1.0,['REAC:R-DRE-9006934'],0.0069947539345490885,query_1,4003,0.6086956521739131,False,REAC,46
Signaling by TGFB family members,7340,47,Signaling by TGFB family members,REAC:R-DRE-9006936,1.0,['REAC:R-DRE-162582'],0.011741194104421683,query_1,4003,0.6619718309859155,False,REAC,71
Signaling by TGF-beta Receptor Complex,7340,34,Signaling by TGF-beta Receptor Complex,REAC:R-DRE-170834,1.0,['REAC:R-DRE-9006936'],0.00849362977766675,query_1,4003,0.723404255319149,False,REAC,47
Signaling by SCF-KIT,7340,23,Signaling by SCF-KIT,REAC:R-DRE-1433557,1.0,['REAC:R-DRE-9006934'],0.005745690731951037,query_1,4003,0.42592592592592593,False,REAC,54
"Signaling by Rho GTPases, Miro GTPases and RHOBTB3",7340,190,"Signaling by Rho GTPases, Miro GTPases and RHOBTB3",REAC:R-DRE-9716542,1.0,['REAC:R-DRE-162582'],0.047464401698725955,query_1,4003,0.547550432276657,False,REAC,347
Signaling by Rho GTPases,7340,190,Signaling by Rho GTPases,REAC:R-DRE-194315,1.0,['REAC:R-DRE-9716542'],0.047464401698725955,query_1,4003,0.547550432276657,False,REAC,347
Signaling by Retinoic Acid,7340,21,Signaling by Retinoic Acid,REAC:R-DRE-5362517,1.0,['REAC:R-DRE-9006931'],0.005246065450911816,query_1,4003,0.5121951219512195,False,REAC,41
Signaling by Receptor Tyrosine Kinases,7340,227,Signaling by Receptor Tyrosine Kinases,REAC:R-DRE-9006934,1.0,['REAC:R-DRE-162582'],0.056707469397951536,query_1,4003,0.5805626598465473,False,REAC,391
Signaling by PTK6,7340,29,Signaling by PTK6,REAC:R-DRE-8848021,1.0,['REAC:R-DRE-9006927'],0.007244566575068698,query_1,4003,0.5918367346938775,False,REAC,49
Sodium-coupled phosphate cotransporters,7340,2,Sodium-coupled phosphate cotransporters,REAC:R-DRE-427652,1.0,['REAC:R-DRE-425393'],0.0004996252810392206,query_1,4003,0.5,False,REAC,4
"Sodium-coupled sulphate, di- and tri-carboxylate transporters",7340,2,"Sodium-coupled sulphate, di- and tri-carboxylate transporters",REAC:R-DRE-433137,1.0,['REAC:R-DRE-425366'],0.0004996252810392206,query_1,4003,0.4,False,REAC,5
Sodium/Calcium exchangers,7340,2,Sodium/Calcium exchangers,REAC:R-DRE-425561,1.0,['REAC:R-DRE-425393'],0.0004996252810392206,query_1,4003,0.4,False,REAC,5
Sodium/Proton exchangers,7340,5,Sodium/Proton exchangers,REAC:R-DRE-425986,1.0,['REAC:R-DRE-425393'],0.0012490632025980515,query_1,4003,0.7142857142857143,False,REAC,7
Synthesis of 5-eicosatetraenoic acids,7340,2,Synthesis of 5-eicosatetraenoic acids,REAC:R-DRE-2142688,1.0,['REAC:R-DRE-2142753'],0.0004996252810392206,query_1,4003,0.4,False,REAC,5
Synthesis of 15-eicosatetraenoic acid derivatives,7340,2,Synthesis of 15-eicosatetraenoic acid derivatives,REAC:R-DRE-2142770,1.0,['REAC:R-DRE-2142753'],0.0004996252810392206,query_1,4003,0.6666666666666666,False,REAC,3
Synthesis of 12-eicosatetraenoic acid derivatives,7340,4,Synthesis of 12-eicosatetraenoic acid derivatives,REAC:R-DRE-2142712,1.0,['REAC:R-DRE-2142753'],0.0009992505620784412,query_1,4003,0.8,False,REAC,5
Synthesis of (16-20)-hydroxyeicosatetraenoic acids (HETE),7340,3,Synthesis of (16-20)-hydroxyeicosatetraenoic acids (HETE),REAC:R-DRE-2142816,1.0,['REAC:R-DRE-2142753'],0.0007494379215588309,query_1,4003,0.42857142857142855,False,REAC,7
Syndecan interactions,7340,5,Syndecan interactions,REAC:R-DRE-3000170,1.0,['REAC:R-DRE-3000171'],0.0012490632025980515,query_1,4003,0.7142857142857143,False,REAC,7
Synaptic adhesion-like molecules,7340,13,Synaptic adhesion-like molecules,REAC:R-DRE-8849932,1.0,['REAC:R-DRE-6794362'],0.003247564326754934,query_1,4003,0.6190476190476191,False,REAC,21
Switching of origins to a post-replicative state,7340,41,Switching of origins to a post-replicative state,REAC:R-DRE-69052,1.0,['REAC:R-DRE-69239'],0.010242318261304022,query_1,4003,0.4606741573033708,False,REAC,89
Synthesis of DNA,7340,50,Synthesis of DNA,REAC:R-DRE-69239,1.0,"['REAC:R-DRE-69242', 'REAC:R-DRE-69306']",0.012490632025980514,query_1,4003,0.42735042735042733,False,REAC,117
Surfactant metabolism,7340,11,Surfactant metabolism,REAC:R-DRE-5683826,1.0,['REAC:R-DRE-392499'],0.0027479390457157134,query_1,4003,0.4782608695652174,False,REAC,23
Sulfide oxidation to sulfate,7340,3,Sulfide oxidation to sulfate,REAC:R-DRE-1614517,1.0,['REAC:R-DRE-1614558'],0.0007494379215588309,query_1,4003,0.75,False,REAC,4
Stimuli-sensing channels,7340,39,Stimuli-sensing channels,REAC:R-DRE-2672351,1.0,['REAC:R-DRE-983712'],0.0097426929802648,query_1,4003,0.65,False,REAC,60
Stabilization of p53,7340,28,Stabilization of p53,REAC:R-DRE-69541,1.0,['REAC:R-DRE-69563'],0.0069947539345490885,query_1,4003,0.5185185185185185,False,REAC,54
Spry regulation of FGF signaling,7340,10,Spry regulation of FGF signaling,REAC:R-DRE-1295596,1.0,"['REAC:R-DRE-5654726', 'REAC:R-DRE-5654727', 'REAC:R-DRE-5654732', 'REAC:R-DRE-5654733']",0.002498126405196103,query_1,4003,0.5263157894736842,False,REAC,19
Sphingolipid metabolism,7340,48,Sphingolipid metabolism,REAC:R-DRE-428157,1.0,['REAC:R-DRE-556833'],0.011991006744941295,query_1,4003,0.64,False,REAC,75
Sphingolipid de novo biosynthesis,7340,29,Sphingolipid de novo biosynthesis,REAC:R-DRE-1660661,1.0,['REAC:R-DRE-428157'],0.007244566575068698,query_1,4003,0.6590909090909091,False,REAC,44
Sperm Motility And Taxes,7340,1,Sperm Motility And Taxes,REAC:R-DRE-1300642,1.0,['REAC:R-DRE-1187000'],0.0002498126405196103,query_1,4003,1.0,False,REAC,1
Sulfur amino acid metabolism,7340,10,Sulfur amino acid metabolism,REAC:R-DRE-1614635,1.0,['REAC:R-DRE-71291'],0.002498126405196103,query_1,4003,0.5263157894736842,False,REAC,19
Mitochondrial tRNA aminoacylation,7340,3,Mitochondrial tRNA aminoacylation,REAC:R-DRE-379726,1.0,['REAC:R-DRE-379724'],0.0007494379215588309,query_1,4003,1.0,False,REAC,3
Mismatch repair (MMR) directed by MSH2:MSH6 (MutSalpha),7340,5,Mismatch repair (MMR) directed by MSH2:MSH6 (MutSalpha),REAC:R-DRE-5358565,1.0,['REAC:R-DRE-5358508'],0.0012490632025980515,query_1,4003,0.35714285714285715,False,REAC,14
Mitochondrial iron-sulfur cluster biogenesis,7340,5,Mitochondrial iron-sulfur cluster biogenesis,REAC:R-DRE-1362409,1.0,['REAC:R-DRE-1430728'],0.0012490632025980515,query_1,4003,0.5,False,REAC,10
"Cobalamin (Cbl, vitamin B12) transport and metabolism",7340,11,"Cobalamin (Cbl, vitamin B12) transport and metabolism",REAC:R-DRE-196741,1.0,['REAC:R-DRE-196849'],0.0027479390457157134,query_1,4003,0.4583333333333333,False,REAC,24
Cleavage of the damaged pyrimidine ,7340,5,Cleavage of the damaged pyrimidine ,REAC:R-DRE-110329,1.0,['REAC:R-DRE-73928'],0.0012490632025980515,query_1,4003,0.8333333333333334,False,REAC,6
Cleavage of the damaged purine,7340,15,Cleavage of the damaged purine,REAC:R-DRE-110331,1.0,['REAC:R-DRE-73927'],0.0037471896077941546,query_1,4003,0.625,False,REAC,24
Clathrin-mediated endocytosis,7340,64,Clathrin-mediated endocytosis,REAC:R-DRE-8856828,1.0,['REAC:R-DRE-199991'],0.01598800899325506,query_1,4003,0.5161290322580645,False,REAC,124
Classical Kir channels,7340,1,Classical Kir channels,REAC:R-DRE-1296053,1.0,['REAC:R-DRE-1296065'],0.0002498126405196103,query_1,4003,0.25,False,REAC,4
Class I peroxisomal membrane protein import,7340,11,Class I peroxisomal membrane protein import,REAC:R-DRE-9603798,1.0,['REAC:R-DRE-9609507'],0.0027479390457157134,query_1,4003,0.7333333333333333,False,REAC,15
Class I MHC mediated antigen processing & presentation,7340,195,Class I MHC mediated antigen processing & presentation,REAC:R-DRE-983169,1.0,['REAC:R-DRE-1280218'],0.048713464901324006,query_1,4003,0.5284552845528455,False,REAC,369
Class C/3 (Metabotropic glutamate/pheromone receptors),7340,6,Class C/3 (Metabotropic glutamate/pheromone receptors),REAC:R-DRE-420499,1.0,['REAC:R-DRE-500792'],0.0014988758431176618,query_1,4003,0.3157894736842105,False,REAC,19
Class B/2 (Secretin family receptors),7340,31,Class B/2 (Secretin family receptors),REAC:R-DRE-373080,1.0,['REAC:R-DRE-500792'],0.007744191856107919,query_1,4003,0.5,False,REAC,62
Class A/1 (Rhodopsin-like receptors),7340,137,Class A/1 (Rhodopsin-like receptors),REAC:R-DRE-373076,1.0,['REAC:R-DRE-500792'],0.03422433175118661,query_1,4003,0.35128205128205126,False,REAC,390
Citric acid cycle (TCA cycle),7340,13,Citric acid cycle (TCA cycle),REAC:R-DRE-71403,1.0,['REAC:R-DRE-71406'],0.003247564326754934,query_1,4003,0.5652173913043478,False,REAC,23
Cilium Assembly,7340,82,Cilium Assembly,REAC:R-DRE-5617833,1.0,['REAC:R-DRE-1852241'],0.020484636522608044,query_1,4003,0.47953216374269003,False,REAC,171
Chromatin organization,7340,39,Chromatin organization,REAC:R-DRE-4839726,1.0,['REAC:0000000'],0.0097426929802648,query_1,4003,0.52,False,REAC,75
Chromatin modifying enzymes,7340,39,Chromatin modifying enzymes,REAC:R-DRE-3247509,1.0,['REAC:R-DRE-4839726'],0.0097426929802648,query_1,4003,0.52,False,REAC,75
Chondroitin sulfate/dermatan sulfate metabolism,7340,32,Chondroitin sulfate/dermatan sulfate metabolism,REAC:R-DRE-1793185,1.0,['REAC:R-DRE-1630316'],0.00799400449662753,query_1,4003,0.7111111111111111,False,REAC,45
Coenzyme A biosynthesis,7340,3,Coenzyme A biosynthesis,REAC:R-DRE-196783,1.0,['REAC:R-DRE-199220'],0.0007494379215588309,query_1,4003,0.42857142857142855,False,REAC,7
Chondroitin sulfate biosynthesis,7340,13,Chondroitin sulfate biosynthesis,REAC:R-DRE-2022870,1.0,['REAC:R-DRE-1793185'],0.003247564326754934,query_1,4003,0.7222222222222222,False,REAC,18
Collagen biosynthesis and modifying enzymes,7340,27,Collagen biosynthesis and modifying enzymes,REAC:R-DRE-1650814,1.0,['REAC:R-DRE-1474290'],0.006744941294029478,query_1,4003,0.574468085106383,False,REAC,47
Collagen degradation,7340,28,Collagen degradation,REAC:R-DRE-1442490,1.0,['REAC:R-DRE-1474228'],0.0069947539345490885,query_1,4003,0.6666666666666666,False,REAC,42
Cross-presentation of soluble exogenous antigens (endosomes),7340,34,Cross-presentation of soluble exogenous antigens (endosomes),REAC:R-DRE-1236978,1.0,['REAC:R-DRE-1236975'],0.00849362977766675,query_1,4003,0.4857142857142857,False,REAC,70
Cross-presentation of particulate exogenous antigens (phagosomes),7340,5,Cross-presentation of particulate exogenous antigens (phagosomes),REAC:R-DRE-1236973,1.0,['REAC:R-DRE-1236975'],0.0012490632025980515,query_1,4003,0.7142857142857143,False,REAC,7
Creatine metabolism,7340,2,Creatine metabolism,REAC:R-DRE-71288,1.0,['REAC:R-DRE-71291'],0.0004996252810392206,query_1,4003,0.3333333333333333,False,REAC,6
Costimulation by the CD28 family,7340,22,Costimulation by the CD28 family,REAC:R-DRE-388841,1.0,['REAC:R-DRE-1280218'],0.005495878091431427,query_1,4003,0.6285714285714286,False,REAC,35
Cooperation of PDCL (PhLP1) and TRiC/CCT in G-protein beta folding,7340,27,Cooperation of PDCL (PhLP1) and TRiC/CCT in G-protein beta folding,REAC:R-DRE-6814122,1.0,['REAC:R-DRE-390466'],0.006744941294029478,query_1,4003,0.6428571428571429,False,REAC,42
Conversion from APC/C:Cdc20 to APC/C:Cdh1 in late anaphase,7340,8,Conversion from APC/C:Cdc20 to APC/C:Cdh1 in late anaphase,REAC:R-DRE-176407,1.0,['REAC:R-DRE-174143'],0.0019985011241568824,query_1,4003,0.5714285714285714,False,REAC,14
Conjugation of salicylate with glycine,7340,1,Conjugation of salicylate with glycine,REAC:R-DRE-177128,1.0,['REAC:R-DRE-159424'],0.0002498126405196103,query_1,4003,0.25,False,REAC,4
Conjugation of phenylacetate with glutamine,7340,1,Conjugation of phenylacetate with glutamine,REAC:R-DRE-177162,1.0,['REAC:R-DRE-159424'],0.0002498126405196103,query_1,4003,1.0,False,REAC,1
Conjugation of carboxylic acids,7340,1,Conjugation of carboxylic acids,REAC:R-DRE-159424,1.0,['REAC:R-DRE-156587'],0.0002498126405196103,query_1,4003,0.25,False,REAC,4
Conjugation of benzoate with glycine,7340,1,Conjugation of benzoate with glycine,REAC:R-DRE-177135,1.0,['REAC:R-DRE-159424'],0.0002498126405196103,query_1,4003,0.25,False,REAC,4
Condensation of Prophase Chromosomes,7340,13,Condensation of Prophase Chromosomes,REAC:R-DRE-2299718,1.0,['REAC:R-DRE-68875'],0.003247564326754934,query_1,4003,0.41935483870967744,False,REAC,31
Complex I biogenesis,7340,36,Complex I biogenesis,REAC:R-DRE-6799198,1.0,['REAC:R-DRE-611105'],0.008993255058705971,query_1,4003,0.6545454545454545,False,REAC,55
Complement cascade,7340,33,Complement cascade,REAC:R-DRE-166658,1.0,['REAC:R-DRE-168249'],0.00824381713714714,query_1,4003,0.25384615384615383,False,REAC,130
Common Pathway of Fibrin Clot Formation,7340,9,Common Pathway of Fibrin Clot Formation,REAC:R-DRE-140875,1.0,['REAC:R-DRE-140877'],0.0022483137646764927,query_1,4003,0.5294117647058824,False,REAC,17
Collagen formation,7340,44,Collagen formation,REAC:R-DRE-1474290,1.0,['REAC:R-DRE-1474244'],0.010991756182862853,query_1,4003,0.5866666666666667,False,REAC,75
Collagen chain trimerization,7340,17,Collagen chain trimerization,REAC:R-DRE-8948216,1.0,['REAC:R-DRE-1650814'],0.004246814888833375,query_1,4003,0.8095238095238095,False,REAC,21
Choline catabolism,7340,3,Choline catabolism,REAC:R-DRE-6798163,1.0,['REAC:R-DRE-71291'],0.0007494379215588309,query_1,4003,0.6,False,REAC,5
Cholesterol biosynthesis via lathosterol,7340,3,Cholesterol biosynthesis via lathosterol,REAC:R-DRE-6807062,1.0,['REAC:R-DRE-191273'],0.0007494379215588309,query_1,4003,1.0,False,REAC,3
Cholesterol biosynthesis via desmosterol,7340,3,Cholesterol biosynthesis via desmosterol,REAC:R-DRE-6807047,1.0,['REAC:R-DRE-191273'],0.0007494379215588309,query_1,4003,1.0,False,REAC,3
Cell Cycle Checkpoints,7340,124,Cell Cycle Checkpoints,REAC:R-DRE-69620,1.0,['REAC:R-DRE-1640170'],0.030976767424431676,query_1,4003,0.5040650406504065,False,REAC,246
Cell Cycle,7340,238,Cell Cycle,REAC:R-DRE-1640170,1.0,['REAC:0000000'],0.05945540844366725,query_1,4003,0.5096359743040685,False,REAC,467
Cation-coupled Chloride cotransporters,7340,5,Cation-coupled Chloride cotransporters,REAC:R-DRE-426117,1.0,['REAC:R-DRE-425393'],0.0012490632025980515,query_1,4003,0.8333333333333334,False,REAC,6
Catecholamine biosynthesis,7340,1,Catecholamine biosynthesis,REAC:R-DRE-209905,1.0,['REAC:R-DRE-209776'],0.0002498126405196103,query_1,4003,0.3333333333333333,False,REAC,3
Caspase-mediated cleavage of cytoskeletal proteins,7340,6,Caspase-mediated cleavage of cytoskeletal proteins,REAC:R-DRE-264870,1.0,['REAC:R-DRE-111465'],0.0014988758431176618,query_1,4003,0.5,False,REAC,12
Caspase activation via extrinsic apoptotic signalling pathway,7340,9,Caspase activation via extrinsic apoptotic signalling pathway,REAC:R-DRE-5357769,1.0,['REAC:R-DRE-109581'],0.0022483137646764927,query_1,4003,0.5625,False,REAC,16
Caspase activation via Dependence Receptors in the absence of ligand,7340,3,Caspase activation via Dependence Receptors in the absence of ligand,REAC:R-DRE-418889,1.0,['REAC:R-DRE-5357769'],0.0007494379215588309,query_1,4003,0.6,False,REAC,5
Carnitine synthesis,7340,2,Carnitine synthesis,REAC:R-DRE-71262,1.0,['REAC:R-DRE-71291'],0.0004996252810392206,query_1,4003,0.4,False,REAC,5
Carnitine metabolism,7340,10,Carnitine metabolism,REAC:R-DRE-200425,1.0,['REAC:R-DRE-8978868'],0.002498126405196103,query_1,4003,0.7142857142857143,False,REAC,14
Cargo trafficking to the periciliary membrane,7340,27,Cargo trafficking to the periciliary membrane,REAC:R-DRE-5620920,1.0,['REAC:R-DRE-5617833'],0.006744941294029478,query_1,4003,0.47368421052631576,False,REAC,57
Cargo recognition for clathrin-mediated endocytosis,7340,45,Cargo recognition for clathrin-mediated endocytosis,REAC:R-DRE-8856825,1.0,['REAC:R-DRE-8856828'],0.011241568823382463,query_1,4003,0.5113636363636364,False,REAC,88
Cargo concentration in the ER,7340,21,Cargo concentration in the ER,REAC:R-DRE-5694530,1.0,['REAC:R-DRE-199977'],0.005246065450911816,query_1,4003,0.5675675675675675,False,REAC,37
Cardiac conduction,7340,65,Cardiac conduction,REAC:R-DRE-5576891,1.0,['REAC:R-DRE-397014'],0.016237821633774668,query_1,4003,0.5752212389380531,False,REAC,113
Cap-dependent Translation Initiation,7340,65,Cap-dependent Translation Initiation,REAC:R-DRE-72737,1.0,['REAC:R-DRE-72613'],0.016237821633774668,query_1,4003,0.5555555555555556,False,REAC,117
Calnexin/calreticulin cycle,7340,5,Calnexin/calreticulin cycle,REAC:R-DRE-901042,1.0,['REAC:R-DRE-532668'],0.0012490632025980515,query_1,4003,0.625,False,REAC,8
"Cell Cycle, Mitotic",7340,206,"Cell Cycle, Mitotic",REAC:R-DRE-69278,1.0,['REAC:R-DRE-1640170'],0.05146140394703972,query_1,4003,0.4963855421686747,False,REAC,415
"Cell death signalling via NRAGE, NRIF and NADE",7340,31,"Cell death signalling via NRAGE, NRIF and NADE",REAC:R-DRE-204998,1.0,['REAC:R-DRE-193704'],0.007744191856107919,query_1,4003,0.5254237288135594,False,REAC,59
Cell junction organization,7340,37,Cell junction organization,REAC:R-DRE-446728,1.0,['REAC:R-DRE-1500931'],0.00924306769922558,query_1,4003,0.5873015873015873,False,REAC,63
Cell surface interactions at the vascular wall,7340,55,Cell surface interactions at the vascular wall,REAC:R-DRE-202733,1.0,['REAC:R-DRE-109582'],0.013739695228578565,query_1,4003,0.34810126582278483,False,REAC,158
Cholesterol biosynthesis,7340,14,Cholesterol biosynthesis,REAC:R-DRE-191273,1.0,['REAC:R-DRE-8957322'],0.0034973769672745443,query_1,4003,0.7,False,REAC,20
Chk1/Chk2(Cds1) mediated inactivation of Cyclin B:Cdk1 complex,7340,6,Chk1/Chk2(Cds1) mediated inactivation of Cyclin B:Cdk1 complex,REAC:R-DRE-75035,1.0,['REAC:R-DRE-69473'],0.0014988758431176618,query_1,4003,0.3157894736842105,False,REAC,19
Chemokine receptors bind chemokines,7340,21,Chemokine receptors bind chemokines,REAC:R-DRE-380108,1.0,['REAC:R-DRE-375276'],0.005246065450911816,query_1,4003,0.5,False,REAC,42
Chaperonin-mediated protein folding,7340,27,Chaperonin-mediated protein folding,REAC:R-DRE-390466,1.0,['REAC:R-DRE-391251'],0.006744941294029478,query_1,4003,0.627906976744186,False,REAC,43
ChREBP activates metabolic gene expression,7340,2,ChREBP activates metabolic gene expression,REAC:R-DRE-163765,1.0,['REAC:R-DRE-163685'],0.0004996252810392206,query_1,4003,0.5,False,REAC,4
Cellular responses to stress,7340,210,Cellular responses to stress,REAC:R-DRE-2262752,1.0,['REAC:R-DRE-8953897'],0.05246065450911816,query_1,4003,0.546875,False,REAC,384
Cellular responses to stimuli,7340,210,Cellular responses to stimuli,REAC:R-DRE-8953897,1.0,['REAC:0000000'],0.05246065450911816,query_1,4003,0.546875,False,REAC,384
Crosslinking of collagen fibrils,7340,8,Crosslinking of collagen fibrils,REAC:R-DRE-2243919,1.0,['REAC:R-DRE-2022090'],0.0019985011241568824,query_1,4003,0.6666666666666666,False,REAC,12
Cellular response to starvation,7340,27,Cellular response to starvation,REAC:R-DRE-9711097,1.0,['REAC:R-DRE-2262752'],0.006744941294029478,query_1,4003,0.5294117647058824,False,REAC,51
Cellular response to heat stress,7340,44,Cellular response to heat stress,REAC:R-DRE-3371556,1.0,['REAC:R-DRE-2262752'],0.010991756182862853,query_1,4003,0.5365853658536586,False,REAC,82
Cellular response to chemical stress,7340,13,Cellular response to chemical stress,REAC:R-DRE-9711123,1.0,['REAC:R-DRE-2262752'],0.003247564326754934,query_1,4003,0.5909090909090909,False,REAC,22
Cellular hexose transport,7340,15,Cellular hexose transport,REAC:R-DRE-189200,1.0,['REAC:R-DRE-425407'],0.0037471896077941546,query_1,4003,0.75,False,REAC,20
Cellular Senescence,7340,62,Cellular Senescence,REAC:R-DRE-2559583,1.0,['REAC:R-DRE-2262752'],0.015488383712215838,query_1,4003,0.484375,False,REAC,128
Cell-extracellular matrix interactions,7340,6,Cell-extracellular matrix interactions,REAC:R-DRE-446353,1.0,['REAC:R-DRE-446728'],0.0014988758431176618,query_1,4003,0.42857142857142855,False,REAC,14
Cell-cell junction organization,7340,24,Cell-cell junction organization,REAC:R-DRE-421270,1.0,['REAC:R-DRE-446728'],0.005995503372470647,query_1,4003,0.6857142857142857,False,REAC,35
Cell-Cell communication,7340,44,Cell-Cell communication,REAC:R-DRE-1500931,1.0,['REAC:0000000'],0.010991756182862853,query_1,4003,0.6027397260273972,False,REAC,73
Cellular response to hypoxia,7340,42,Cellular response to hypoxia,REAC:R-DRE-1234174,1.0,['REAC:R-DRE-2262752'],0.010492130901823632,query_1,4003,0.6,False,REAC,70
