description,effective_domain_size,intersection_size,name,native,p_value,parents,precision,query,query_size,recall,significant,source,term_size
"""Binding to a fibroblast growth factor."" [PMID:9806903]",22576,3,fibroblast growth factor binding,GO:0017134,1.0,['GO:0019838'],0.00031602233224481196,query_1,9493,0.75,False,GO:MF,4
"""Catalysis of the reaction: histone N6-acetyl-L-lysine + H2O = histone L-lysine + acetate. This reaction requires the presence of NAD, and represents the removal of an acetyl group from a histone."" [PMID:28450737]",22576,3,NAD-dependent histone deacetylase activity,GO:0017136,1.0,"['GO:0004407', 'GO:0034979']",0.00031602233224481196,query_1,9493,1.0,False,GO:MF,3
"""Binding to a Wnt-protein, a secreted growth factor involved in signaling."" [GOC:jl]",22576,14,Wnt-protein binding,GO:0017147,1.0,['GO:0005515'],0.0014747708838091225,query_1,9493,0.5,False,GO:MF,28
"""Catalysis of the reaction: a 5,6-dihydrouridine in tRNA + NAD(P)+ = a uridine in tRNA + H+ + NAD(P)H."" [PMID:11983710, PMID:22123979]",22576,3,tRNA dihydrouridine synthase activity,GO:0017150,1.0,"['GO:0106413', 'GO:0140101']",0.00031602233224481196,query_1,9493,1.0,False,GO:MF,3
"""Combining with a semaphorin, and transmitting the signal from one side of the membrane to the other to initiate a change in cell activity."" [GOC:mah, GOC:signaling, PMID:15239958]",22576,13,semaphorin receptor activity,GO:0017154,1.0,['GO:0004888'],0.0013694301063941852,query_1,9493,0.6842105263157895,False,GO:MF,19
"""Binding to a triester of glycerol."" [GOC:jl, ISBN:0198506732]",22576,1,triglyceride binding,GO:0017129,1.0,['GO:0008289'],0.00010534077741493732,query_1,9493,1.0,False,GO:MF,1
"""Binding to a syntaxin-1 SNAP receptor."" [GOC:ai]",22576,7,syntaxin-1 binding,GO:0017075,1.0,['GO:0019905'],0.0007373854419045612,query_1,9493,0.5833333333333334,False,GO:MF,12
"""Binding to a U6 small nuclear RNA (U6 snRNA)."" [GOC:mah]",22576,2,U6 snRNA binding,GO:0017070,1.0,['GO:0017069'],0.00021068155482987464,query_1,9493,0.11764705882352941,False,GO:MF,17
"""Binding to a small nuclear RNA (snRNA)."" [GOC:mah]",22576,6,snRNA binding,GO:0017069,1.0,['GO:0003723'],0.0006320446644896239,query_1,9493,0.018404907975460124,False,GO:MF,326
"""Binding to a glycoside in which the sugar group is galactose."" [GOC:jl, ISBN:0198506732]",22576,2,galactoside binding,GO:0016936,1.0,['GO:0097367'],0.00021068155482987464,query_1,9493,1.0,False,GO:MF,2
"""Catalysis of the reaction: a short-chain 2,3-saturated fatty acyl-CoA + H+ + oxidized [electron-transfer flavoprotein] = a short-chain (2E)-enoyl-CoA + reduced [electron-transfer flavoprotein]. A short-chain fatty acid has an aliphatic tail containing fewer than 6 carbons."" [RHEA:47196]",22576,1,short-chain fatty acyl-CoA dehydrogenase activity,GO:0016937,1.0,['GO:0003995'],0.00010534077741493732,query_1,9493,1.0,False,GO:MF,1
"""Catalysis of the reaction: [protein]-dithiol + O2 = [protein]-disulfide + H2O2 using FAD as a cofactor, leading to formation of disulfide bridges in proteins."" [PMID:10899311, PMID:19679655, PMID:35495482]",22576,3,flavin-dependent sulfhydryl oxidase activity,GO:0016971,1.0,"['GO:0015035', 'GO:0016972']",0.00031602233224481196,query_1,9493,1.0,False,GO:MF,3
"""Catalysis of the reaction: 2 R'C(R)SH + O2 = R'C(R)S-S(R)CR' + 2 H2O2."" [RHEA:17357]",22576,5,thiol oxidase activity,GO:0016972,1.0,"['GO:0015036', 'GO:0016670']",0.0005267038870746866,query_1,9493,1.0,False,GO:MF,5
"""Catalysis of the hydrolysis of alpha-glycosidic linkages in oligo- or poly(sialic) acids."" [GOC:mah]",22576,4,alpha-sialidase activity,GO:0016997,1.0,['GO:0004553'],0.0004213631096597493,query_1,9493,0.36363636363636365,False,GO:MF,11
"""Combining with activin and transmitting the signal from one side of the membrane to the other to initiate a change in cell activity. Activin is one of two gonadal glycoproteins related to transforming growth factor beta."" [GOC:mah, GOC:signaling, ISBN:0198506732]",22576,1,activin receptor activity,GO:0017002,1.0,['GO:0004675'],0.00010534077741493732,query_1,9493,0.5,False,GO:MF,2
"""Catalysis of the reaction: MAP kinase serine/threonine/tyrosine phosphate + H2O = MAP kinase serine/threonine/tyrosine + phosphate."" [GOC:mah, PMID:12184814]",22576,7,MAP kinase tyrosine/serine/threonine phosphatase activity,GO:0017017,1.0,"['GO:0008138', 'GO:0033549']",0.0007373854419045612,query_1,9493,0.3684210526315789,False,GO:MF,19
"""Catalysis of the reaction: phosphomyosin + H2O = myosin + phosphate."" [EC:3.1.3.16]",22576,20,myosin phosphatase activity,GO:0017018,1.0,['GO:0004722'],0.0021068155482987464,query_1,9493,0.46511627906976744,False,GO:MF,43
"""Binding to a myosin; myosins are any of a superfamily of molecular motor proteins that bind to actin and use the energy of ATP hydrolysis to generate force and movement along actin filaments."" [GOC:mah]",22576,13,myosin binding,GO:0017022,1.0,['GO:0008092'],0.0013694301063941852,query_1,9493,0.6190476190476191,False,GO:MF,21
"""Binding to a member of the class of TATA-binding proteins (TBP), including any of the TBP-related factors (TRFs)."" [GOC:jl, GOC:txnOH, http://www.mblab.gla.ac.uk/, PMID:16858867]",22576,2,TBP-class protein binding,GO:0017025,1.0,['GO:0140296'],0.00021068155482987464,query_1,9493,0.16666666666666666,False,GO:MF,12
"""Catalysis of the reaction: N-acylsphingosine + H2O = a fatty acid + sphingosine."" [EC:3.5.1.23]",22576,1,N-acylsphingosine amidohydrolase activity,GO:0017040,1.0,['GO:0016811'],0.00010534077741493732,query_1,9493,0.5,False,GO:MF,2
"""Binding to a peptide with hormonal activity in animals."" [GOC:jl, ISBN:0198506732]",22576,6,peptide hormone binding,GO:0017046,1.0,"['GO:0042277', 'GO:0042562']",0.0006320446644896239,query_1,9493,0.35294117647058826,False,GO:MF,17
"""The action of a molecule that contributes to the structural integrity of the nuclear pore complex, a protein-lined channel in the nuclear envelope that allows the transfer of macromolecules."" [GOC:mah, PMID:25802992]",22576,7,structural constituent of nuclear pore,GO:0017056,1.0,['GO:0005198'],0.0007373854419045612,query_1,9493,0.5,False,GO:MF,14
"""Catalysis of the reaction: 6-O-phosphono-D-glucono-1,5-lactone + H2O = 6-phospho-D-gluconate + H+."" [EC:3.1.1.31, RHEA:12556]",22576,1,6-phosphogluconolactonase activity,GO:0017057,1.0,['GO:0052689'],0.00010534077741493732,query_1,9493,0.3333333333333333,False,GO:MF,3
"""Catalysis of the cleavage of the N-C1' glycosidic bond between the damaged DNA base and the deoxyribose sugar, releasing a free base and leaving an apyrimidinic (AP) site. Enzymes with this activity recognize and remove uracil bases present in single-stranded DNA."" [GOC:elh, PMID:9224623]",22576,1,single-strand selective uracil DNA N-glycosylase activity,GO:0017065,1.0,['GO:0004844'],0.00010534077741493732,query_1,9493,1.0,False,GO:MF,1
"""Enables the transmembrane transfer of an ion by a channel that opens when glycine is bound by the channel complex or one of its constituent parts on the extracellular side of the plasma membrane."" [GOC:mtg_transport, ISBN:0815340729]",22576,1,extracellularly glycine-gated ion channel activity,GO:0016933,1.0,['GO:0005231'],0.00010534077741493732,query_1,9493,0.16666666666666666,False,GO:MF,6
"""Catalysis of the reaction: 5-oxo-L-proline + ATP + 2 H2O = L-glutamate + ADP + 2 H+ + phosphate."" [EC:3.5.2.9, RHEA:10348]",22576,1,5-oxoprolinase (ATP-hydrolyzing) activity,GO:0017168,1.0,['GO:0016812'],0.00010534077741493732,query_1,9493,1.0,False,GO:MF,1
"""Catalysis of a reaction that alters the configuration of one or more chiral centers in a carbohydrate molecule."" [GOC:mah]",22576,5,"racemase and epimerase activity, acting on carbohydrates and derivatives",GO:0016857,1.0,['GO:0016854'],0.0005267038870746866,query_1,9493,0.625,False,GO:MF,8
"""Catalysis of the cleavage of a phosphorus-oxygen bond by other means than by hydrolysis or oxidation, or conversely adding a group to a double bond."" [GOC:jl]",22576,17,phosphorus-oxygen lyase activity,GO:0016849,1.0,['GO:0016829'],0.0017907932160539345,query_1,9493,0.4146341463414634,False,GO:MF,41
"""Catalysis of the transfer of a group, e.g. a methyl group, glycosyl group, acyl group, phosphorus-containing, or other groups, from one compound (generally regarded as the donor) to another compound (generally regarded as the acceptor). Transferase is the systematic name for any enzyme of EC class 2."" [ISBN:0198506732]",22576,1343,transferase activity,GO:0016740,1.0,['GO:0003824'],0.1414726640682608,query_1,9493,0.44076140466032165,False,GO:MF,3047
"""Catalysis of the transfer of a one-carbon group from one compound (donor) to another (acceptor)."" [GOC:jl, ISBN:0198506732]",22576,91,"transferase activity, transferring one-carbon groups",GO:0016741,1.0,['GO:0016740'],0.009586010744759297,query_1,9493,0.4252336448598131,False,GO:MF,214
"""Catalysis of the transfer of a hydroxymethyl- or formyl group from one compound (donor) to another (acceptor)."" [EC:2.1.2.-, GOC:mah]",22576,3,"hydroxymethyl-, formyl- and related transferase activity",GO:0016742,1.0,['GO:0016741'],0.00031602233224481196,query_1,9493,0.375,False,GO:MF,8
"""Catalysis of the transfer of a carboxyl- or carbamoyl group from one compound (donor) to another (acceptor)."" [GOC:jl]",22576,2,carboxyl- or carbamoyltransferase activity,GO:0016743,1.0,['GO:0016741'],0.00021068155482987464,query_1,9493,1.0,False,GO:MF,2
"""Catalysis of the transfer of an aldehyde or ketonic group from one compound (donor) to another (acceptor)."" [GOC:jl, ISBN:0198506732]",22576,1,transketolase or transaldolase activity,GO:0016744,1.0,['GO:0016740'],0.00010534077741493732,query_1,9493,0.5,False,GO:MF,2
"""Catalysis of the transfer of an acyl group from one compound (donor) to another (acceptor)."" [GOC:jl, ISBN:0198506732]",22576,281,acyltransferase activity,GO:0016746,1.0,['GO:0016740'],0.029600758453597387,query_1,9493,0.3897364771151179,False,GO:MF,721
"""Catalysis of an oxidation-reduction (redox) reaction in which a CH2 group acts as a hydrogen or electron donor and reduces a disulfide group."" [GOC:ai]",22576,1,"oxidoreductase activity, acting on CH or CH2 groups, disulfide as acceptor",GO:0016728,1.0,['GO:0016725'],0.00010534077741493732,query_1,9493,0.2,False,GO:MF,5
"""Catalysis of the transfer of an acyl group, other than amino-acyl, from one compound (donor) to another (acceptor)."" [GOC:jl]",22576,105,"acyltransferase activity, transferring groups other than amino-acyl groups",GO:0016747,1.0,['GO:0016746'],0.011060781628568418,query_1,9493,0.5023923444976076,False,GO:MF,209
"""Catalysis of the transfer of a succinyl group to a nitrogen atom on the acceptor molecule."" [GOC:ai]",22576,1,N-succinyltransferase activity,GO:0016749,1.0,"['GO:0016410', 'GO:0016748']",0.00010534077741493732,query_1,9493,0.3333333333333333,False,GO:MF,3
"""Catalysis of the transfer of an amino-acyl group from one compound (donor) to another (acceptor)."" [GOC:jl]",22576,159,aminoacyltransferase activity,GO:0016755,1.0,['GO:0016746'],0.016749183608975034,query_1,9493,0.3333333333333333,False,GO:MF,477
"""Catalysis of the transfer of a glycosyl group from one compound (donor) to another (acceptor)."" [GOC:jl, ISBN:0198506732]",22576,163,glycosyltransferase activity,GO:0016757,1.0,['GO:0016740'],0.017170546718634782,query_1,9493,0.4054726368159204,False,GO:MF,402
"""Catalysis of the transfer of a hexosyl group from one compound (donor) to another (acceptor)."" [GOC:jl]",22576,94,hexosyltransferase activity,GO:0016758,1.0,['GO:0016757'],0.009902033077004109,query_1,9493,0.46766169154228854,False,GO:MF,201
"""Catalysis of the transfer of a pentosyl group from one compound (donor) to another (acceptor)."" [GOC:jl]",22576,25,pentosyltransferase activity,GO:0016763,1.0,['GO:0016757'],0.002633519435373433,query_1,9493,0.25,False,GO:MF,100
"""Catalysis of the transfer of an alkyl or aryl (but not methyl) group from one compound (donor) to another (acceptor)."" [GOC:jl, ISBN:0198506732]",22576,31,"transferase activity, transferring alkyl or aryl (other than methyl) groups",GO:0016765,1.0,['GO:0016740'],0.003265564099863057,query_1,9493,0.5166666666666667,False,GO:MF,60
"""Catalysis of the transfer of a succinyl (3-carboxypropanoyl) group to an acceptor molecule."" [GOC:ai]",22576,1,succinyltransferase activity,GO:0016748,1.0,['GO:0016747'],0.00010534077741493732,query_1,9493,0.2,False,GO:MF,5
"""Catalysis of an oxidation-reduction (redox) reaction in which a CH2 group acts as a hydrogen or electron donor and reduces an oxygen molecule."" [GOC:ai]",22576,1,"oxidoreductase activity, acting on CH or CH2 groups, oxygen as acceptor",GO:0016727,1.0,['GO:0016725'],0.00010534077741493732,query_1,9493,1.0,False,GO:MF,1
"""Catalysis of an oxidation-reduction (redox) reaction in which a CH2 group acts as a hydrogen or electron donor and reduces NAD+ or NADP."" [GOC:ai]",22576,2,"oxidoreductase activity, acting on CH or CH2 groups, NAD or NADP as acceptor",GO:0016726,1.0,['GO:0016725'],0.00021068155482987464,query_1,9493,1.0,False,GO:MF,2
"""Catalysis of an oxidation-reduction (redox) reaction in which a CH2 group acts as a hydrogen or electron donor and reduces a hydrogen or electron acceptor."" [GOC:ai]",22576,3,"oxidoreductase activity, acting on CH or CH2 groups",GO:0016725,1.0,['GO:0016491'],0.00031602233224481196,query_1,9493,0.42857142857142855,False,GO:MF,7
"""Catalysis of an oxidation-reduction (redox) reaction in which the peroxide group acts as a hydrogen or electron acceptor."" [GOC:ai]",22576,24,"oxidoreductase activity, acting on peroxide as acceptor",GO:0016684,1.0,['GO:0016491'],0.0025281786579584957,query_1,9493,0.5106382978723404,False,GO:MF,47
"""Catalysis of an oxidation-reduction (redox) reaction in which hydrogen or electrons are transferred from one donor, and molecular oxygen is incorporated into a donor."" [GOC:mah]",22576,17,"oxidoreductase activity, acting on single donors with incorporation of molecular oxygen",GO:0016701,1.0,['GO:0016491'],0.0017907932160539345,query_1,9493,0.5,False,GO:MF,34
"""Catalysis of an oxidation-reduction (redox) reaction in which hydrogen or electrons are transferred from one donor, and two oxygen atoms is incorporated into a donor."" [GOC:mah]",22576,16,"oxidoreductase activity, acting on single donors with incorporation of molecular oxygen, incorporation of two atoms of oxygen",GO:0016702,1.0,"['GO:0016701', 'GO:0051213']",0.0016854524386389971,query_1,9493,0.48484848484848486,False,GO:MF,33
"""Catalysis of an oxidation-reduction (redox) reaction in which hydrogen or electrons are transferred from each of two donors, and molecular oxygen is reduced or incorporated into a donor."" [GOC:mah]",22576,81,"oxidoreductase activity, acting on paired donors, with incorporation or reduction of molecular oxygen",GO:0016705,1.0,['GO:0016491'],0.008532602970609923,query_1,9493,0.3665158371040724,False,GO:MF,221
"""Catalysis of the reaction: A + 2-oxoglutarate + O2 = B + succinate + CO2. This is an oxidation-reduction (redox) reaction in which hydrogen or electrons are transferred from 2-oxoglutarate and one other donor, and one atom of oxygen is incorporated into each donor."" [GOC:mah]",22576,20,2-oxoglutarate-dependent dioxygenase activity,GO:0016706,1.0,"['GO:0016705', 'GO:0051213']",0.0021068155482987464,query_1,9493,0.4878048780487805,False,GO:MF,41
"""Catalysis of an oxidation-reduction (redox) reaction in which hydrogen or electrons are transferred from NADH or NADPH and one other donor, and one atom of oxygen is incorporated into one donor."" [GOC:mah]",22576,9,"oxidoreductase activity, acting on paired donors, with incorporation or reduction of molecular oxygen, NAD(P)H as one donor, and incorporation of one atom of oxygen",GO:0016709,1.0,"['GO:0004497', 'GO:0016705']",0.0009480669967344359,query_1,9493,0.36,False,GO:MF,25
"""Catalysis of an oxidation-reduction (redox) reaction in which hydrogen or electrons are transferred from reduced flavin or flavoprotein and one other donor, and one atom of oxygen is incorporated into one donor."" [GOC:mah]",22576,20,"oxidoreductase activity, acting on paired donors, with incorporation or reduction of molecular oxygen, reduced flavin or flavoprotein as one donor, and incorporation of one atom of oxygen",GO:0016712,1.0,"['GO:0004497', 'GO:0016705']",0.0021068155482987464,query_1,9493,0.4878048780487805,False,GO:MF,41
"""Catalysis of an oxidation-reduction (redox) reaction in which hydrogen or electrons are transferred from reduced pteridine and one other donor, and one atom of oxygen is incorporated into one donor."" [GOC:mah]",22576,2,"oxidoreductase activity, acting on paired donors, with incorporation or reduction of molecular oxygen, reduced pteridine as one donor, and incorporation of one atom of oxygen",GO:0016714,1.0,"['GO:0004497', 'GO:0016705']",0.00021068155482987464,query_1,9493,0.2,False,GO:MF,10
"""Catalysis of an oxidation-reduction (redox) reaction in which hydrogen or electrons are transferred from reduced ascorbate and one other donor, and one atom of oxygen is incorporated into one donor."" [GOC:mah]",22576,1,"oxidoreductase activity, acting on paired donors, with incorporation or reduction of molecular oxygen, reduced ascorbate as one donor, and incorporation of one atom of oxygen",GO:0016715,1.0,"['GO:0004497', 'GO:0016705']",0.00010534077741493732,query_1,9493,0.125,False,GO:MF,8
"""Catalysis of an oxidation-reduction (redox) reaction in which hydrogen or electrons are transferred from each of two donors, and one atom of oxygen is incorporated into one donor."" [GOC:mah]",22576,1,"oxidoreductase activity, acting on paired donors, with incorporation or reduction of molecular oxygen, another compound as one donor, and incorporation of one atom of oxygen",GO:0016716,1.0,"['GO:0004497', 'GO:0016705']",0.00010534077741493732,query_1,9493,0.3333333333333333,False,GO:MF,3
"""Catalysis of an oxidation-reduction (redox) reaction in which hydrogen or electrons are transferred from each of two donors, and molecular oxygen is reduced to two molecules of water."" [GOC:mah]",22576,3,"oxidoreductase activity, acting on paired donors, with oxidation of a pair of donors resulting in the reduction of molecular oxygen to two molecules of water",GO:0016717,1.0,['GO:0016705'],0.00031602233224481196,query_1,9493,0.75,False,GO:MF,4
"""Catalysis of an oxidation-reduction (redox) reaction in which a superoxide radical (O2- or O2.-) acts as a hydrogen or electron acceptor."" [GOC:ai]",22576,2,"oxidoreductase activity, acting on superoxide radicals as acceptor",GO:0016721,1.0,['GO:0016491'],0.00021068155482987464,query_1,9493,0.5,False,GO:MF,4
"""Catalysis of an oxidation-reduction in which the oxidation state of metal ion is altered."" [GOC:mah]",22576,3,"oxidoreductase activity, acting on metal ions",GO:0016722,1.0,['GO:0016491'],0.00031602233224481196,query_1,9493,0.75,False,GO:MF,4
"""Catalysis of an oxidation-reduction in which the metal ion is reduced and NAD+ or NADP+ acts as an electron acceptor."" [GOC:mah]",22576,1,"oxidoreductase activity, acting on metal ions, NAD or NADP as acceptor",GO:0016723,1.0,['GO:0016722'],0.00010534077741493732,query_1,9493,0.5,False,GO:MF,2
"""Catalysis of an oxidation-reduction in which the oxidation state of metal ion is altered and oxygen acts as an electron acceptor."" [GOC:mah]",22576,1,"oxidoreductase activity, acting on metal ions, oxygen as acceptor",GO:0016724,1.0,['GO:0016722'],0.00010534077741493732,query_1,9493,1.0,False,GO:MF,1
"""Catalysis of the reaction: S-adenosylmethioninamine + spermidine = 5'-methylthioadenosine + spermine."" [EC:2.5.1.22]",22576,1,spermine synthase activity,GO:0016768,1.0,['GO:0016765'],0.00010534077741493732,query_1,9493,1.0,False,GO:MF,1
"""Catalysis of a reaction that alters the configuration of one or more chiral centers in a molecule."" [GOC:mah, ISBN:0198506732]",22576,5,racemase and epimerase activity,GO:0016854,1.0,['GO:0016853'],0.0005267038870746866,query_1,9493,0.625,False,GO:MF,8
"""Catalysis of the transfer of a nitrogenous group from one compound (donor) to another (acceptor)."" [GOC:jl, ISBN:0198506732]",22576,15,"transferase activity, transferring nitrogenous groups",GO:0016769,1.0,['GO:0016740'],0.0015801116612240598,query_1,9493,0.5769230769230769,False,GO:MF,26
"""Catalysis of the transfer of a phosphorus-containing group from one compound (donor) to a carboxyl group (acceptor)."" [GOC:jl]",22576,2,"phosphotransferase activity, carboxyl group as acceptor",GO:0016774,1.0,['GO:0016772'],0.00021068155482987464,query_1,9493,1.0,False,GO:MF,2
"""Catalysis of the hydrolysis of any non-peptide carbon-nitrogen bond in a cyclic amidine, a compound of the form R-C(=NH)-NH2."" [ISBN:0198506732]",22576,21,"hydrolase activity, acting on carbon-nitrogen (but not peptide) bonds, in cyclic amidines",GO:0016814,1.0,['GO:0016810'],0.0022121563257136837,query_1,9493,0.65625,False,GO:MF,32
"""Catalysis of the hydrolysis of any acid anhydride."" [GOC:jl]",22576,328,"hydrolase activity, acting on acid anhydrides",GO:0016817,1.0,['GO:0016787'],0.034551774992099445,query_1,9493,0.4321475625823452,False,GO:MF,759
"""Catalysis of the hydrolysis of any acid anhydride which contains phosphorus."" [GOC:jl]",22576,328,"hydrolase activity, acting on acid anhydrides, in phosphorus-containing anhydrides",GO:0016818,1.0,['GO:0016817'],0.034551774992099445,query_1,9493,0.4332892998678996,False,GO:MF,757
"""Catalysis of the nonhydrolytic addition or removal of a carboxyl group to or from a compound."" [GOC:curators]",22576,15,carboxy-lyase activity,GO:0016831,1.0,['GO:0016830'],0.0015801116612240598,query_1,9493,0.5357142857142857,False,GO:MF,28
"""Catalysis of the cleavage of a C-C bond in a molecule containing a hydroxyl group and a carbonyl group to form two smaller molecules, each being an aldehyde or a ketone."" [GOC:curators]",22576,9,aldehyde-lyase activity,GO:0016832,1.0,['GO:0016830'],0.0009480669967344359,query_1,9493,0.8181818181818182,False,GO:MF,11
"""Catalysis of the cleavage of a C-C bond by other means than by hydrolysis or oxidation, of a 3-hydroxy acid."" [EC:4.1.3.-, GOC:jl]",22576,4,oxo-acid-lyase activity,GO:0016833,1.0,['GO:0016830'],0.0004213631096597493,query_1,9493,1.0,False,GO:MF,4
"""Catalysis of the hydrolysis of any non-peptide carbon-nitrogen bond in a linear amidine, a compound of the form R-C(=NH)-NH2."" [ISBN:0198506732]",22576,6,"hydrolase activity, acting on carbon-nitrogen (but not peptide) bonds, in linear amidines",GO:0016813,1.0,['GO:0016810'],0.0006320446644896239,query_1,9493,0.75,False,GO:MF,8
"""Catalysis of the breakage of a carbon-oxygen bond."" [EC:4.2.-.-]",22576,28,carbon-oxygen lyase activity,GO:0016835,1.0,['GO:0016829'],0.002949541767618245,query_1,9493,0.5185185185185185,False,GO:MF,54
"""Catalysis of the release of ammonia or one of its derivatives, with the formation of a double bond or ring. Enzymes with this activity may catalyze the actual elimination of the ammonia, amine or amide, e.g. CH-CH(-NH-R) = C=CH- + NH2-R. Others, however, catalyze elimination of another component, e.g. water, which is followed by spontaneous reactions that lead to breakage of the C-N bond, e.g. L-serine ammonia-lyase (EC:4.3.1.17), so that the overall reaction is C(-OH)-CH(-NH2) = CH2-CO- + NH3, i.e. an elimination with rearrangement. The sub-subclasses of EC:4.3 are the ammonia-lyases (EC:4.3.1), lyases acting on amides, amidines, etc. (EC:4.3.2), the amine-lyases (EC:4.3.3), and other carbon-nitrogen lyases (EC:4.3.99)."" [EC:4.3.-.-]",22576,10,carbon-nitrogen lyase activity,GO:0016840,1.0,['GO:0016829'],0.0010534077741493732,query_1,9493,0.6666666666666666,False,GO:MF,15
"""Catalysis of the release of ammonia by the cleavage of a carbon-nitrogen bond or the reverse reaction with ammonia as a substrate."" [EC:4.3.-.-, GOC:krc]",22576,1,ammonia-lyase activity,GO:0016841,1.0,['GO:0016840'],0.00010534077741493732,query_1,9493,0.5,False,GO:MF,2
"""Catalysis of the release of amides or amidines by the cleavage of a carbon-nitrogen bond or the reverse reaction with an amide or amidine as a substrate."" [EC:4.3.-.-, GOC:krc]",22576,7,amidine-lyase activity,GO:0016842,1.0,['GO:0016840'],0.0007373854419045612,query_1,9493,0.6363636363636364,False,GO:MF,11
"""Catalysis of the release of amines by the cleavage of a carbon-nitrogen bond or the reverse reaction with an amine as a substrate."" [EC:4.3.-.-, GOC:krc]",22576,2,amine-lyase activity,GO:0016843,1.0,['GO:0016840'],0.00021068155482987464,query_1,9493,1.0,False,GO:MF,2
"""Catalysis of the reaction: 3alpha(S)-strictosidine + H2O = secologanin + tryptamine."" [EC:4.3.3.2, RHEA:15013]",22576,2,strictosidine synthase activity,GO:0016844,1.0,['GO:0016843'],0.00021068155482987464,query_1,9493,1.0,False,GO:MF,2
"""Catalysis of the elimination of hydrogen sulfide or substituted H2S."" [EC:4.4.-.-]",22576,5,carbon-sulfur lyase activity,GO:0016846,1.0,['GO:0016829'],0.0005267038870746866,query_1,9493,0.5555555555555556,False,GO:MF,9
"""Catalysis of the cleavage of a carbon-oxygen bond by elimination of water."" [EC:4.2.1.-]",22576,28,hydro-lyase activity,GO:0016836,1.0,['GO:0016835'],0.002949541767618245,query_1,9493,0.5490196078431373,False,GO:MF,51
"""Catalysis of the hydrolysis of any non-peptide carbon-nitrogen bond in a cyclic amide."" [GOC:ai]",22576,7,"hydrolase activity, acting on carbon-nitrogen (but not peptide) bonds, in cyclic amides",GO:0016812,1.0,['GO:0016810'],0.0007373854419045612,query_1,9493,0.7777777777777778,False,GO:MF,9
"""Catalysis of the hydrolysis of any non-peptide carbon-nitrogen bond in a linear amide."" [GOC:ai]",22576,29,"hydrolase activity, acting on carbon-nitrogen (but not peptide) bonds, in linear amides",GO:0016811,1.0,['GO:0016810'],0.0030548825450331823,query_1,9493,0.5,False,GO:MF,58
"""Catalysis of the hydrolysis of a dipeptide."" [https://www.ebi.ac.uk/merops/about/glossary.shtml#DIPEPTIDASE, PMID:19879002]",22576,4,dipeptidase activity,GO:0016805,1.0,['GO:0008238'],0.0004213631096597493,query_1,9493,0.8,False,GO:MF,5
"""Catalysis of the transfer of a phosphorus-containing group from one compound (donor) to a nitrogenous group (acceptor)."" [GOC:jl]",22576,3,"phosphotransferase activity, nitrogenous group as acceptor",GO:0016775,1.0,['GO:0016772'],0.00031602233224481196,query_1,9493,0.25,False,GO:MF,12
"""Catalysis of the transfer of a phosphorus-containing group from one compound (donor) to a phosphate group (acceptor)."" [GOC:jl]",22576,22,"phosphotransferase activity, phosphate group as acceptor",GO:0016776,1.0,['GO:0016772'],0.002317497103128621,query_1,9493,0.6470588235294118,False,GO:MF,34
"""Catalysis of the transfer of a diphosphate group from one compound (donor) to a another (acceptor)."" [GOC:jl, PMID:1651917]",22576,1,diphosphotransferase activity,GO:0016778,1.0,['GO:0016772'],0.00010534077741493732,query_1,9493,0.14285714285714285,False,GO:MF,7
"""Catalysis of the transfer of a nucleotidyl group to a reactant."" [ISBN:0198506732]",22576,53,nucleotidyltransferase activity,GO:0016779,1.0,['GO:0016772'],0.005583061202991678,query_1,9493,0.4732142857142857,False,GO:MF,112
"""Catalysis of the transfer of a substituted phosphate group, other than diphosphate or nucleotidyl residues, from one compound (donor) to a another (acceptor)."" [GOC:jl]",22576,12,"phosphotransferase activity, for other substituted phosphate groups",GO:0016780,1.0,['GO:0016772'],0.0012640893289792478,query_1,9493,0.5217391304347826,False,GO:MF,23
"""Catalysis of the transfer of a sulfur-containing group from one compound (donor) to another (acceptor)."" [GOC:jl, ISBN:0198506732]",22576,50,"transferase activity, transferring sulphur-containing groups",GO:0016782,1.0,['GO:0016740'],0.005267038870746866,query_1,9493,0.46296296296296297,False,GO:MF,108
"""Catalysis of the transfer of sulfur atoms from one compound (donor) to another (acceptor)."" [GOC:ai, ISBN:0721662544]",22576,4,sulfurtransferase activity,GO:0016783,1.0,['GO:0016782'],0.0004213631096597493,query_1,9493,0.3333333333333333,False,GO:MF,12
"""Catalysis of the transfer of a selenium-containing group from one compound (donor) to another (acceptor)."" [GOC:jl, ISBN:0198506732]",22576,1,selenotransferase activity,GO:0016785,1.0,['GO:0016740'],0.00010534077741493732,query_1,9493,1.0,False,GO:MF,1
"""Catalysis of the hydrolysis of any ester bond."" [GOC:jl]",22576,357,"hydrolase activity, acting on ester bonds",GO:0016788,1.0,['GO:0016787'],0.037606657537132625,query_1,9493,0.4654498044328553,False,GO:MF,767
"""Catalysis of the reaction: RCO-SR' + H2O = RCOOH + HSR'. This reaction is the hydrolysis of a thiolester bond, an ester formed from a carboxylic acid and a thiol (i.e., RCO-SR'), such as that found in acetyl-coenzyme A."" [EC:3.1.2.-]",22576,12,thiolester hydrolase activity,GO:0016790,1.0,['GO:0016788'],0.0012640893289792478,query_1,9493,0.2857142857142857,False,GO:MF,42
